Distance from fort,count_schools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,count_medical_centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,min_dist_school,min_dist_medical_center,Price per Perch
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"275,000.00"
6.54,34,5,0.725332998,4.402258748,0.777008918,0.041972278,29,16,0.398012992,16,0.373267956,6,0.722986475,0.585683793,"5,200,000.00"
4.22,22,2,1.467277947,5.676326993,0.379336786,0.083896065,46,9,0.234180842,17,0.836102939,4,0.648388584,1.199440728,"11,500,000.00"
6.89,5,0,3.717758587,0.88874305,1.423243732,0.999755514,17,1,1.255491869,4,0.870345501,4,2.914685377,2.725919577,"4,500,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"420,000.00"
6.54,34,5,0.725332998,4.402258748,0.777008918,0.041972278,29,16,0.398012992,16,0.373267956,6,0.722986475,0.585683793,"15,000,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"420,000.00"
9.61,2,0,4.418797371,3.481613553,2.679374305,1.038703539,5,1,1.06259087,5,1.092881018,2,3.833930644,2.189414859,"6,000,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"1,490,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"590,000.00"
10.96,9,1,1.555973958,11.53988387,0.42972373,0.126142707,18,1,0.460378059,12,0.545357036,3,0.891115717,1.452211198,"3,000,000.00"
8.15,19,4,1.142526683,9.155040562,0.029733581,0.369539052,24,5,0.750590563,12,1.16763043,2,0.670066212,1.155265795,"12,500,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"882,000.00"
19.36,4,0,3.697359162,5.790118043,5.087375877,0.644358863,11,2,0.558162696,10,0.643006295,2,4.761794422,2.109711324,"1,200,000.00"
34.52,1,0,10.86360423,17.54383842,0.032153225,0.022707491,1,0,6.08034501,0,6.910724352,0,14.5292775,10.27685828,"218,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"275,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"590,000.00"
18.22,2,0,3.218733384,5.050106602,2.905410688,2.464115194,0,1,0.992702223,6,2.447235159,0,3.630156167,2.458839037,"925,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"350,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
31.51,1,1,1.381423128,12.16728407,0.149133019,0.047108561,5,1,0.395558833,1,6.762905565,0,9.361162257,6.139936373,"250,000.00"
36.64,0,0,8.877577623,13.86521075,7.511854,7.594352849,0,0,7.948173336,0,8.51928028,0,14.58473289,11.76180397,"500,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"916,666.67"
8.43,25,5,0.68379499,8.270892022,1.393859989,0.06226201,43,10,0.220060054,23,0.776471572,5,0.656539523,1.209048532,"2,750,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"907,692.31"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"900,000.00"
8.43,25,5,0.68379499,8.270892022,1.393859989,0.06226201,43,10,0.220060054,23,0.776471572,5,0.656539523,1.209048532,"11,968,503.94"
7.57,26,6,0.194328801,7.759564862,1.511477789,0.344641591,43,10,0.118453506,18,0.085681338,5,0.241442313,1.261456637,"6,000,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"1,000,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
13.07,3,1,0.863181347,9.317309022,1.958732342,0.893361754,19,1,0.19376073,17,0.046474146,2,2.271181203,2.501293913,"2,600,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"865,500.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"836,363.64"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"890,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"640,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,550,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"2,600,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,000,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"2,700,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"850,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"875,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"865,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"877,238.81"
11.88,9,2,1.412228981,9.949975211,1.714054755,1.241304091,21,3,0.603966541,23,1.196047358,5,1.353496396,2.372959813,"5,000,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"136,923.08"
10.56,10,2,0.1918214,9.666038251,0.888089233,0.089743676,25,3,0.100129552,24,0.129686103,4,0.634317711,1.338208605,"41,000,000.00"
17.26,6,0,3.092683935,3.716698378,0.089601941,0.104367405,10,1,0.685837638,5,0.917733437,2,2.121535646,2.422564633,"225,000.00"
12.89,7,0,2.847591288,12.64244388,0.528389071,0.028453853,12,2,0.113299872,20,1.052875673,5,1.58575455,3.057863335,"3,000,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"450,000.00"
15.38,4,0,2.481175535,7.646036685,2.195924767,1.024108324,9,1,0.602025608,14,1.679767337,1,3.495874459,2.24574176,"1,500,000.00"
19.47,0,0,2.456953292,4.513380733,3.451780696,2.354023334,0,1,0.809154273,3,2.421265506,0,4.249606847,3.133401021,"850,000.00"
18.23,4,0,3.864011678,6.553311579,3.869207751,1.454507738,9,2,0.699815373,8,1.390398592,3,4.402726323,1.915670097,"1,550,000.00"
13.84,4,1,1.567344475,7.205728047,0.448858811,0.827048891,21,0,0.468661985,11,1.282210246,2,2.551004374,2.546138863,"1,950,000.00"
12.33,2,0,2.216335227,10.78298116,2.488634494,0.563184515,6,1,0.118275163,14,1.530461182,3,2.296689022,2.50602809,"2,500,000.00"
10.3,15,2,1.59352339,8.252641545,1.126814689,0.547694489,25,2,0.435381787,18,0.978440306,3,1.083609135,2.184000564,"3,000,000.00"
20.21,1,0,4.452395666,3.231228684,9.461703594,1.564251976,1,0,1.45545367,1,1.669502034,1,6.882095043,6.69515565,"795,000.00"
22.48,1,0,5.025437008,4.526230179,2.158402885,2.639915599,0,0,0.360470047,1,2.521308465,0,4.82621559,4.51951349,"380,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"916,666.67"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"885,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"895,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"878,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"19,500,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"590,909.09"
15.79,2,1,1.603867054,9.009921464,3.884337052,1.648866988,2,1,0.584346209,6,1.689496882,1,3.966453683,2.378807238,"1,300,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"945,454.55"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"5,200,000.00"
23.19,0,0,6.881585224,5.805024232,4.826494815,3.753772636,0,0,3.51347514,0,3.702392512,0,6.452242016,6.599959383,"380,000.00"
10.96,9,1,1.555973958,11.53988387,0.42972373,0.126142707,18,1,0.460378059,12,0.545357036,3,0.891115717,1.452211198,"3,600,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"608,695.65"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"584,057.97"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"634,920.63"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,954.20"
6.73,6,1,1.300993752,2.160657347,2.397392981,0.538187595,7,1,0.543993094,3,1.249144145,1,3.195450231,4.125546371,"2,950,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"442,708.33"
13.98,1,1,1.440497502,8.830429042,2.212403368,0.071858443,10,2,0.100746527,11,0.886448814,1,2.748057643,2.54970663,"1,175,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"810,606.06"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"865,500.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"828,358.21"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"882,500.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"555,555.56"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"2,300,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"450,000.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"450,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"1,216,666.67"
22.48,1,0,5.025437008,4.526230179,2.158402885,2.639915599,0,0,0.360470047,1,2.521308465,0,4.82621559,4.51951349,"595,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"1,025,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"1,214,723.93"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"900,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"450,000.00"
8.43,25,5,0.68379499,8.270892022,1.393859989,0.06226201,43,10,0.220060054,23,0.776471572,5,0.656539523,1.209048532,"6,000,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"780,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"578,947.37"
28.04,0,0,3.529238405,10.39370371,4.096131933,3.237731445,0,0,3.083817336,0,3.239110219,0,8.512755667,6.61420552,"170,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"4,700,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
10.96,9,1,1.555973958,11.53988387,0.42972373,0.126142707,18,1,0.460378059,12,0.545357036,3,0.891115717,1.452211198,"5,000,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"690,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
10.96,9,1,1.555973958,11.53988387,0.42972373,0.126142707,18,1,0.460378059,12,0.545357036,3,0.891115717,1.452211198,"3,500,000.00"
20.21,1,0,4.452395666,3.231228684,9.461703594,1.564251976,1,0,1.45545367,1,1.669502034,1,6.882095043,6.69515565,"430,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
16.39,1,0,3.876604793,1.871289347,3.876447241,0.024556017,1,0,1.187704419,5,0.074058786,1,3.340681566,4.15652795,"1,850,000.00"
13.04,3,0,2.482189224,10.71105259,2.581188405,0.039349016,14,1,0.204933292,14,0.911886638,3,2.521385921,3.017094937,"1,300,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"650,000.00"
24.82,1,0,5.090707489,0.409507119,6.811585774,0.031648336,2,1,3.055274365,0,5.118456884,0,7.133131449,4.812728716,"415,000.00"
25.91,2,2,0.770564739,5.442128017,2.425299821,2.68514114,0,0,2.119728706,0,2.78061435,0,5.68174556,4.911417308,"333,333.33"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"3,500,000.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"1,600,000.00"
24.82,1,0,5.090707489,0.409507119,6.811585774,0.031648336,2,1,3.055274365,0,5.118456884,0,7.133131449,4.812728716,"565,000.00"
24.82,1,0,5.090707489,0.409507119,6.811585774,0.031648336,2,1,3.055274365,0,5.118456884,0,7.133131449,4.812728716,"395,000.00"
23.79,1,0,3.495002423,3.317077568,3.931243406,2.171289137,0,0,0.536616073,2,2.688005657,0,5.500983246,4.276389115,"390,000.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"1,400,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"3,000,000.00"
8.66,9,1,0.549898445,5.213415717,1.3669029,0.064668268,9,7,0.050657848,13,2.104233363,0,1.284658669,0.825239173,"3,800,000.00"
8.43,25,5,0.68379499,8.270892022,1.393859989,0.06226201,43,10,0.220060054,23,0.776471572,5,0.656539523,1.209048532,"12,000,000.00"
22.61,3,0,3.998696251,2.379564136,0.489734538,0.201421298,7,2,0.014518784,4,0.899794951,1,3.99247885,2.76473027,"685,000.00"
19.88,4,1,1.514848549,0.984196476,0.596317226,0.864897004,7,1,0.670444824,6,0.139079465,5,3.013258588,1.719960174,"1,550,000.00"
26.73,2,0,2.277565832,7.139742484,0.085556088,0.046381217,4,0,2.02374757,0,1.820775485,1,5.850247893,4.425054309,"315,000.00"
17.26,6,0,3.092683935,3.716698378,0.089601941,0.104367405,10,1,0.685837638,5,0.917733437,2,2.121535646,2.422564633,"1,525,000.00"
25.05,3,0,2.740672922,5.746503894,0.306706658,0.157991858,4,1,0.375674414,2,0.149143912,1,5.252882255,3.898401641,"575,000.00"
23.79,1,0,3.495002423,3.317077568,3.931243406,2.171289137,0,0,0.536616073,2,2.688005657,0,5.500983246,4.276389115,"405,000.00"
9.61,2,0,4.418797371,3.481613553,2.679374305,1.038703539,5,1,1.06259087,5,1.092881018,2,3.833930644,2.189414859,"6,500,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"420,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"2,500,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"807,142.86"
7.57,26,6,0.194328801,7.759564862,1.511477789,0.344641591,43,10,0.118453506,18,0.085681338,5,0.241442313,1.261456637,"14,083,333.33"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"136,923.08"
21.89,1,1,1.73280012,3.138944863,3.532694318,0.137331208,4,0,0.166226784,3,1.761886269,1,4.511211539,3.290576454,"750,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"890,000.00"
11.77,4,0,2.074936334,11.38133063,1.883167861,0.106973392,18,2,0.182098855,21,1.505002665,4,1.776388177,2.22687177,"3,200,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"865,000.00"
15.34,5,0,2.696064051,6.132844101,0.105448493,0.204660942,10,1,0.52902818,12,0.218559789,3,2.499860496,2.543675581,"2,200,000.00"
20.21,1,0,4.452395666,3.231228684,9.461703594,1.564251976,1,0,1.45545367,1,1.669502034,1,6.882095043,6.69515565,"795,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"858,208.96"
9.61,2,0,4.418797371,3.481613553,2.679374305,1.038703539,5,1,1.06259087,5,1.092881018,2,3.833930644,2.189414859,"2,200,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"846,153.85"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"850,000.00"
15.34,5,0,2.696064051,6.132844101,0.105448493,0.204660942,10,1,0.52902818,12,0.218559789,3,2.499860496,2.543675581,"2,300,000.00"
18.23,4,0,3.864011678,6.553311579,3.869207751,1.454507738,9,2,0.699815373,8,1.390398592,3,4.402726323,1.915670097,"1,550,000.00"
13.98,1,1,1.440497502,8.830429042,2.212403368,0.071858443,10,2,0.100746527,11,0.886448814,1,2.748057643,2.54970663,"2,100,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"450,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"260,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"900,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"3,500,000.00"
21.5,0,0,5.374796464,4.330842323,8.553697374,0.085015366,1,0,0.078489009,1,0.196379228,1,7.263013641,7.777173725,"625,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"833,333.33"
11.16,13,0,2.106095585,8.393725938,1.168514876,0.161932175,29,0,0.057423149,19,1.289514894,4,1.203313326,2.598587684,"3,200,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"877,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"1,700,000.00"
17.78,1,1,1.701408429,0.581923177,8.46765909,1.660327558,7,1,1.39430173,4,1.55865947,1,5.446641962,4.68159037,"40,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"3,200,000.00"
24.82,1,0,5.090707489,0.409507119,6.811585774,0.031648336,2,1,3.055274365,0,5.118456884,0,7.133131449,4.812728716,"850,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"590,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"395,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"950,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"916,666.67"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"4,000,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"580,551.52"
8.64,23,6,0.896575355,8.629160454,1.365402286,0.008397406,39,8,0.35812499,20,1.008108031,5,0.787712631,1.198216875,"4,700,000.00"
12.89,7,0,2.847591288,12.64244388,0.528389071,0.028453853,12,2,0.113299872,20,1.052875673,5,1.58575455,3.057863335,"3,100,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"650,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
23.19,0,0,6.881585224,5.805024232,4.826494815,3.753772636,0,0,3.51347514,0,3.702392512,0,6.452242016,6.599959383,"435,233.16"
22.48,1,0,5.025437008,4.526230179,2.158402885,2.639915599,0,0,0.360470047,1,2.521308465,0,4.82621559,4.51951349,"430,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"582,089.55"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"630,769.23"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"585,585.59"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"877,500.00"
22.48,1,0,5.025437008,4.526230179,2.158402885,2.639915599,0,0,0.360470047,1,2.521308465,0,4.82621559,4.51951349,"380,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
23.19,0,0,6.881585224,5.805024232,4.826494815,3.753772636,0,0,3.51347514,0,3.702392512,0,6.452242016,6.599959383,"380,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"250,000.00"
36.09,1,0,5.192048924,16.69440877,3.421132423,4.421975181,0,0,4.992931183,0,9.219189864,0,12.72638173,10.71912836,"238,095.24"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"447,916.67"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"623,188.41"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"425,000.00"
13.98,1,1,1.440497502,8.830429042,2.212403368,0.071858443,10,2,0.100746527,11,0.886448814,1,2.748057643,2.54970663,"1,500,000.00"
34.52,1,0,10.86360423,17.54383842,0.032153225,0.022707491,1,0,6.08034501,0,6.910724352,0,14.5292775,10.27685828,"210,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"918,000.00"
34.52,1,0,10.86360423,17.54383842,0.032153225,0.022707491,1,0,6.08034501,0,6.910724352,0,14.5292775,10.27685828,"230,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"450,000.00"
22.61,3,0,3.998696251,2.379564136,0.489734538,0.201421298,7,2,0.014518784,4,0.899794951,1,3.99247885,2.76473027,"390,000.00"
