Distance from fort,count_schools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,count_medical_centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,min_dist_school,min_dist_medical_center,Price per Perch
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"430,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"430,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"895,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"852,500.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"836,071.43"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"873,134.33"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"3,300,000.00"
26.68,0,0,3.18607699,4.713399699,5.211530471,4.438861782,0,0,3.463452279,0,4.105365541,0,7.515233246,6.442885101,"300,000.00"
4.22,22,2,1.467277947,5.676326993,0.379336786,0.083896065,46,9,0.234180842,17,0.836102939,4,0.648388584,1.199440728,"12,313,104.66"
25.91,2,2,0.770564739,5.442128017,2.425299821,2.68514114,0,0,2.119728706,0,2.78061435,0,5.68174556,4.911417308,"510,000.00"
25.91,2,2,0.770564739,5.442128017,2.425299821,2.68514114,0,0,2.119728706,0,2.78061435,0,5.68174556,4.911417308,"510,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"750,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"3,200,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"900,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"375,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"950,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"950,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"2,500,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"625,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"571,428.57"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"617,647.06"
13.98,1,1,1.440497502,8.830429042,2.212403368,0.071858443,10,2,0.100746527,11,0.886448814,1,2.748057643,2.54970663,"1,800,000.00"
23.52,1,0,4.517601805,5.391227259,2.05266268,1.79869111,1,1,1.44591556,3,1.743481817,1,4.84824702,4.589242247,"295,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"430,000.00"
24.82,1,0,5.090707489,0.409507119,6.811585774,0.031648336,2,1,3.055274365,0,5.118456884,0,7.133131449,4.812728716,"740,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"953,846.15"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"900,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"987,500.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"900,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,500,000.00"
17.26,6,0,3.092683935,3.716698378,0.089601941,0.104367405,10,1,0.685837638,5,0.917733437,2,2.121535646,2.422564633,"1,500,000.00"
6.54,34,5,0.725332998,4.402258748,0.777008918,0.041972278,29,16,0.398012992,16,0.373267956,6,0.722986475,0.585683793,"6,000,000.00"
22.39,2,0,5.350999564,4.118825144,6.739824789,1.821689416,2,0,1.602959146,2,2.940111393,0,6.361590457,3.594877933,"948,280.30"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"2,100,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"3,000,000.00"
23.75,1,0,3.351104283,3.08436925,2.215013757,1.781127438,7,1,1.136606202,2,0.861553358,1,5.120823009,3.732607722,"485,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"4,500,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"3,500,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"3,500,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"875,000.00"
11.88,9,2,1.412228981,9.949975211,1.714054755,1.241304091,21,3,0.603966541,23,1.196047358,5,1.353496396,2.372959813,"2,100,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"40,000,000.00"
22.61,3,0,3.998696251,2.379564136,0.489734538,0.201421298,7,2,0.014518784,4,0.899794951,1,3.99247885,2.76473027,"750,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"2,600,000.00"
10.38,7,0,2.238625345,6.877783599,3.104369608,0.312880087,19,3,0.597689536,17,1.345330372,1,1.750968007,2.165828855,"2,800,000.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"3,200,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"3,500,000.00"
23.65,1,0,6.293782293,4.0924518,6.75423149,3.113434999,0,0,2.887802918,0,4.196443454,0,7.250108037,4.444523159,"932,106.74"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"425,000.00"
15.26,0,0,4.55470152,4.19047343,2.465629359,0.840241812,8,1,0.267587215,10,2.469253581,0,3.159466524,3.18055797,"1,625,000.00"
8.66,9,1,0.549898445,5.213415717,1.3669029,0.064668268,9,7,0.050657848,13,2.104233363,0,1.284658669,0.825239173,"2,850,000.00"
9.61,2,0,4.418797371,3.481613553,2.679374305,1.038703539,5,1,1.06259087,5,1.092881018,2,3.833930644,2.189414859,"4,200,000.00"
12.05,12,0,2.665279975,11.82000181,1.565890489,0.622711857,18,1,0.624649718,16,0.901434846,3,1.62108223,2.347759475,"4,000,000.00"
6.54,34,5,0.725332998,4.402258748,0.777008918,0.041972278,29,16,0.398012992,16,0.373267956,6,0.722986475,0.585683793,"5,200,000.00"
12.89,7,0,2.847591288,12.64244388,0.528389071,0.028453853,12,2,0.113299872,20,1.052875673,5,1.58575455,3.057863335,"2,750,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"420,000.00"
15.34,5,0,2.696064051,6.132844101,0.105448493,0.204660942,10,1,0.52902818,12,0.218559789,3,2.499860496,2.543675581,"2,800,000.00"
17.26,6,0,3.092683935,3.716698378,0.089601941,0.104367405,10,1,0.685837638,5,0.917733437,2,2.121535646,2.422564633,"1,200,000.00"
16.29,4,0,4.192002707,4.42688598,1.116855587,1.263830475,3,0,0.437906072,5,1.398902897,1,2.651624321,3.14817086,"2,000,000.00"
10.64,6,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0,0.265138276,16,0.346100643,2,1.203411373,2.706880853,"2,500,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"1,666,666.67"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"700,000.00"
12.89,7,0,2.847591288,12.64244388,0.528389071,0.028453853,12,2,0.113299872,20,1.052875673,5,1.58575455,3.057863335,"3,200,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"675,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"700,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,100,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"460,000.00"
14.94,4,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0,0.297162444,10,0.3277186,2,3.835218788,3.420543751,"1,550,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"850,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
17.66,2,0,2.766675534,1.341754436,9.982145833,0.351838973,8,1,0.22296895,5,0.044349224,1,6.270127131,4.493856946,"425,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"5,750,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,100,000.00"
17.41,5,1,1.151801319,10.26685355,1.765059933,0.156907115,19,1,0.240320231,7,1.560481911,1,3.102509131,3.727252772,"1,450,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"800,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"900,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"740,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"31,500.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"965,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"800,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"775,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"750,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"1,100,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"850,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"965,000.00"
20.6,2,0,2.980391516,6.381005066,4.599591077,1.798092586,6,1,1.152219705,5,1.7676894,1,5.034060992,3.319801389,"833,333.33"
17.81,2,1,1.18851223,8.425925973,3.760728419,1.056657023,8,2,0.601691486,4,1.380217848,2,3.978462676,2.460094901,"790,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
19.51,6,0,2.875829072,10.87016748,0.069034825,0.155937673,12,0,0.531430234,4,2.751861472,0,2.987710191,5.917349915,"2,700,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"850,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"800,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"850,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"520,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"460,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"625,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"665,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"675,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,100,000.00"
20.6,2,0,2.980391516,6.381005066,4.599591077,1.798092586,6,1,1.152219705,5,1.7676894,1,5.034060992,3.319801389,"750,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"800,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"520,000.00"
40.83,1,0,14.93005954,23.82898426,1.067835718,2.082818379,0,1,0.453765503,2,4.023534671,0,18.54774664,8.293431494,"2,500,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"3,500,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,150,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"665,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"1,666,666.67"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"700,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"520,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"830,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"725,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"918,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"625,000.00"
25.55,0,0,4.023901152,3.667961737,4.885572466,3.448195772,0,0,2.21801581,0,3.530716109,0,7.03165145,5.445949397,"275,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"625,000.00"
16.09,3,0,3.208475819,1.913461191,4.504202007,0.650961654,6,0,0.789134066,7,0.681933388,1,3.638046775,4.035968273,"1,050,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"675,000.00"
19.59,1,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0,0.225418134,4,0.132466919,1,3.752484608,4.569323338,"610,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"665,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"1,666,666.67"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"4,500,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"905,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"5,000,000.00"
16.39,1,0,3.876604793,1.871289347,3.876447241,0.024556017,1,0,1.187704419,5,0.074058786,1,3.340681566,4.15652795,"1,200,000.00"
23.32,0,0,7.028561387,6.124351023,7.643558956,1.844832933,1,0,1.969323048,1,1.735535589,1,7.878843402,8.549334305,"690,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"725,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"895,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"910,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,100,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"750,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,080,000.00"
10.17,2,0,4.058399008,4.338834957,3.691421741,0.024061544,8,3,0.20022063,7,0.081344253,2,3.520838738,1.731537463,"700,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"905,000.00"
8.43,25,5,0.68379499,8.270892022,1.393859989,0.06226201,43,10,0.220060054,23,0.776471572,5,0.656539523,1.209048532,"8,500,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"905,000.00"
42.89,2,0,17.30386792,25.98399192,0.638579249,0.092605017,7,3,1.670624688,2,3.822489362,0,20.27564198,8.252888495,"3,829,787.23"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"895,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"4,050,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"800,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"800,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"665,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"965,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"900,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"725,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"890,000.00"
19.72,1,0,3.346328059,2.59671565,7.635108885,2.258348808,0,0,2.126974979,0,2.345781881,0,5.646727026,6.147557185,"360,000.00"
20.21,1,0,4.452395666,3.231228684,9.461703594,1.564251976,1,0,1.45545367,1,1.669502034,1,6.882095043,6.69515565,"420,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"1,667,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"833,333.33"
17.81,2,1,1.18851223,8.425925973,3.760728419,1.056657023,8,2,0.601691486,4,1.380217848,2,3.978462676,2.460094901,"790,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"675,000.00"
10.57,11,2,0.574608738,9.365425049,0.380556553,0.053768922,31,3,0.253841443,24,0.139402968,4,0.500748682,1.59651451,"1,666,666.67"
20.6,2,0,2.980391516,6.381005066,4.599591077,1.798092586,6,1,1.152219705,5,1.7676894,1,5.034060992,3.319801389,"665,000.00"
12.05,12,0,2.665279975,11.82000181,1.565890489,0.622711857,18,1,0.624649718,16,0.901434846,3,1.62108223,2.347759475,"3,800,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,150,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,100,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"775,000.00"
18.24,7,1,1.69334318,10.54310551,1.078809575,0.218695862,19,0,0.453898186,8,1.809938883,1,2.776252941,4.64973165,"1,805,555.56"
9.16,19,1,0.668115654,7.480199518,0.647482412,0.047406525,38,5,0.229319769,17,1.221395666,4,1.224741756,1.856131844,"4,200,000.00"
21.21,3,0,4.001993712,5.27731528,5.682614182,1.481078738,5,0,1.358658138,7,1.820113651,1,5.62599196,3.178849578,"910,000.00"
17.41,5,1,1.151801319,10.26685355,1.765059933,0.156907115,19,1,0.240320231,7,1.560481911,1,3.102509131,3.727252772,"1,450,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,080,000.00"
15.34,5,0,2.696064051,6.132844101,0.105448493,0.204660942,10,1,0.52902818,12,0.218559789,3,2.499860496,2.543675581,"1,550,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"1,850,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"775,000.00"
13.87,2,3,1.447933444,2.717124559,7.211964683,2.102517685,0,1,1.010168346,1,1.065715706,2,4.640681644,3.135436539,"2,000,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"1,100,000.00"
28.22,1,2,1.15380493,7.821840894,2.501871417,2.54157815,0,0,0.260538796,1,3.935168025,0,7.1656613,5.458152126,"460,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"800,000.00"
18.85,3,0,2.75753304,6.672114016,5.148238391,0.144675834,8,2,0.49262073,12,0.048597652,2,4.401620213,1.4674653,"950,000.00"
11.35,4,0,3.232578915,6.632045539,4.07247222,0.046516086,15,2,0.275528356,11,1.185148304,2,2.127812617,1.818298797,"2,100,000.00"
22.59,1,0,4.731446487,5.842113383,5.025225136,3.189759435,0,0,3.053364406,0,3.525063347,0,5.736706006,4.444261549,"700,000.00"
14.19,1,0,4.333994379,4.620078445,3.239812649,0.047187666,14,1,0.207307327,9,1.832361316,1,2.853306008,2.55936892,"2,100,000.00"
18.53,3,1,1.382323394,7.828666399,4.094241806,1.152335673,10,2,0.353464627,6,1.290549374,3,4.033657597,2.347041609,"625,000.00"
